code,registers,us_campaign,us_filed,ca_recall,ca_filed,eu_case,eu_published,eu_notifying_country,eu_reference
N222372380,2,22V617,2022-08-11,2022456,2022-08-11,,,,
N222377890,2,22V724,2022-09-29,2022553,2022-09-29,,,,
N222378380,2,22V709,2022-09-22,2022536,2022-09-22,,,,
N222380031,2,22V771,2022-10-13,2022589,2022-10-14,,,,
N222382220,2,22V827,2022-11-03,2022634,2022-11-03,,,,
N222386050,2,23V247,2023-04-06,2023210,2023-04-06,,,,
N222386380,2,22V903,2022-12-08,2022700,2022-12-08,,,,
N222389310,2,23V172,2023-03-16,2023142,2023-03-16,,,,
N232403240,2,23V339,2023-05-11,2023279,2023-05-11,,,,
N232404980,2,23V334,2023-05-10,2023277,2023-05-10,,,,
N232413120,2,23V516,2023-07-27,2023412,2023-07-27,,,,
N232414710,2,23V567,2023-08-10,2023446,2023-08-10,,,,
N232414720,2,23V549,2023-08-03,2023429,2023-08-03,,,,
N232419690,2,23V681,2023-10-12,2023549,2023-10-12,,,,
N232426400,2,24V060,2024-02-01,2024061,2024-02-01,,,,
N242447990,2,24V674,2024-09-12,2024519,2024-09-12,,,,
N242448540,2,24V487,2024-06-28,2024376,2024-06-28,,,,
N242451330,2,24V491,2024-06-28,2024375,2024-06-28,,,,
N242453471,3,24V589,2024-08-08,2024453,2024-08-08,A12/02866/24,18/10/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10091614
N242454440,3,24V797,2024-10-24,2024637,2024-10-24,SR/01871/26,26/06/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10099409
N242466850,2,24E066,2024-08-08,2024451,2024-08-08,,,,
N242466950,2,24V702,2024-09-19,2024543,2024-09-19,,,,
N242468880,2,24V673,2024-09-12,2024518,2024-09-12,,,,
N242469160,2,24V894,2024-11-26,2024720,2024-11-26,,,,
N242471620,2,24V839,2024-11-07,2024679,2024-11-07,,,,
N242474500,2,24V756,2024-10-10,2024595,2024-10-10,,,,
N242479760,2,24V925,2024-12-12,2024755,2024-12-12,,,,
N242480630,2,25V148,2025-03-06,2025118,2025-03-06,,,,
N242481530,2,25V012,2025-01-16,2025014,2025-01-16,,,,
N242481860,2,24V858,2024-11-14,2024693,2024-11-14,,,,
N242483530,2,24V937,2024-12-18,2024763,2024-12-18,,,,
N242490120,2,25V060,2025-02-06,2025052,2025-02-06,,,,
N242490780,2,25V087,2025-02-13,2025072,2025-02-13,,,,
N252492340,2,25V193,2025-03-27,2025159,2025-03-27,,,,
N252497020,2,25V175,2025-03-20,2025144,2025-03-20,,,,
N252500680,2,25V356,2025-05-29,2025293,2025-05-29,,,,
N252503010,2,25V433,2025-06-25,2025351,2025-06-25,,,,
N252503580,2,25V299,2025-05-08,2025250,2025-05-08,,,,
N252513060,2,25V432,2025-06-26,2025352,2025-06-25,,,,
N252514930,2,25V536,2025-08-21,2025429,2025-08-21,,,,
N252515340,2,25V594,2025-09-11,2025470,2025-09-11,,,,
N252516560,2,26V083,2026-02-12,2026060,2026-02-12,,,,
N252524530,2,25V769,2025-11-06,2025616,2025-11-06,,,,
N252525030,2,25V704,2025-10-16,2025564,2025-10-16,,,,
N252527170,2,25V639,2025-09-25,2025510,2025-09-25,,,,
N252530690,2,25V878,2025-12-18,2025697,2025-12-18,,,,
N252532020,2,25V815,2025-11-25,2025655,2025-11-26,,,,
N252532830,2,26V031,2026-01-22,2026020,2026-01-22,,,,
N252533510,2,25V856,2025-12-11,2025680,2025-12-11,,,,
N252536750,2,26V085,2026-02-13,2026061,2026-02-12,,,,
N252537580,2,26V113,2026-02-26,2026089,2026-02-26,,,,
N252541250,2,26V213,2026-04-02,2026165,2026-04-02,,,,
N252542530,2,26V082,2026-02-12,2026059,2026-02-12,,,,
N252542620,2,26V127,2026-03-05,2026104,2026-03-05,,,,
N262544420,2,26V129,2026-03-05,2026102,2026-03-05,,,,
N262549710,2,26V166,2026-03-19,2026129,2026-03-19,,,,
N262551720,2,26V212,2026-04-02,2026166,2026-04-02,,,,
N262554630,2,26V304,2026-05-14,2026232,2026-05-14,,,,
N262555780,2,26V394,2026-06-18,2026302,2026-06-18,,,,
N262555870,2,26V329,2026-05-21,2026246,2026-05-21,,,,
N262557310,2,26V325,2026-05-21,2026245,2026-05-21,,,,
N262558671,2,26V345,2026-05-28,2026260,2026-05-28,,,,
N262561970,2,26V530,,2026394,2026-08-13,,,,
N262562600,2,26V494,,2026373,2026-07-30,,,,
N400,2,,,2020533,2020-11-10,A12/01799/20,18/12/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002454
N503,2,,,2020529,2020-11-05,A12/01580/20,27/11/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002424
N607,2,,,2021381,2021-06-17,A12/01348/21,24/09/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004397
N609,2,,,2021408,2021-07-01,A12/01343/21,24/09/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004374
N678,2,22V219,2022-04-05,2022167,2022-04-05,,,,
N685,2,22V320,2022-05-10,,,A12/01514/22,28/10/2022,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006915
N720,3,22V523,2022-07-21,2022392,2022-07-21,A12/01258/22,02/09/2022,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006653
N763,3,23V044,2023-02-02,2023039,2023-02-02,A12/01547/23,07/07/2023,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009602
N768,3,23V137,2023-03-02,2023109,2023-03-02,A12/00931/23,28/04/2023,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008508
N778,2,24V023,2024-01-18,2024017,2024-01-18,,,,
N783,3,23V252,2023-04-06,2023209,2023-04-06,A12/01398/23,23/06/2023,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009496
N784,3,23V394,2023-06-01,2023317,2023-06-01,A12/01769/23,04/08/2023,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009914
N785,3,23V221,2023-03-30,2023189,2023-03-30,A12/01290/23,02/06/2023,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009235
N789,2,23V324,2023-05-04,2023269,2023-05-04,,,,
N798,2,23V393,2023-06-01,,,A12/02319/23,29/09/2023,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010378
N830,3,23V871,2023-12-21,2023687,2023-12-21,A12/00860/24,05/04/2024,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012522
N845,2,23V790,2023-11-22,,,A12/02682/24,20/09/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10029237
N871,2,24V163,2024-02-29,,,A12/01228/24,17/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013056
N901,2,24V364,2024-05-23,2024289,2024-05-23,,,,
N908,3,24V450,2024-06-17,2024352,2024-06-17,A12/01932/24,19/07/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013827
N927,2,24V678,2024-09-12,2024514,2024-09-12,,,,
N939,2,24E085,2024-10-10,2024599,2024-10-10,,,,
N945,3,25V454,2025-07-07,2025365,2025-07-07,SR/00298/26,06/02/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097582
N946,2,24V947,2024-12-19,2024769,2024-12-19,,,,
N964,3,24E102,2024-12-06,2024739,2024-12-05,SR/02671/25,25/07/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095270
N972,2,25V016,2025-01-16,2025015,2025-01-16,,,,
N978,2,25V088,2025-02-13,2025074,2025-02-13,,,,
N979,2,25V089,2025-02-13,2025075,2025-02-13,,,,
N989,3,25V155,2025-03-12,2025125,2025-03-12,SR/01458/25,18/04/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093924
NCR22010,2,22V351,2022-05-18,2022260,2022-05-19,,,,
P037,2,13V607,2013-12-02,2013428,2013-11-29,,,,
P040,2,14V155,2014-03-31,2014107,2014-04-01,,,,
P042,2,14V163,2014-03-31,2014108,2014-04-01,,,,
P046,2,14V395,2014-07-01,2014268,2014-07-02,,,,
P050,2,14V618,2014-10-03,2014436,2014-10-03,,,,
P052,2,15V042,2015-01-28,2015028,2015-01-26,,,,
P054,2,15V039,2015-01-27,2015029,2015-01-26,,,,
P055,2,15V069,2015-02-06,2015072,2015-02-18,,,,
P056,2,15V092,2015-02-18,2015076,2015-02-19,,,,
P059,2,15V093,2015-02-18,2015077,2015-02-19,,,,
P062,2,15V214,2015-04-10,2015168,2015-04-17,,,,
P065,2,15V386,2015-06-17,2015258,2015-06-11,,,,
P068,2,15V385,2015-06-17,2015259,2015-06-11,,,,
P072,2,15V600,2015-09-25,2015424,2015-09-24,,,,
P077,2,16V274,2016-05-06,2016200,2016-05-05,,,,
P086,2,16V444,2016-06-16,2016308,2016-06-16,,,,
P091,2,16V614,2016-08-23,2016407,2016-08-19,,,,
P094,2,16V941,2016-12-29,2016652,2016-12-22,,,,
P095,2,16V942,2016-12-29,2016653,2016-12-22,,,,
PC915,2,22V666,2022-09-01,2022498,2022-09-02,,,,
PC934,2,22V875,2022-11-23,2022675,2022-11-24,,,,
PC956,2,23V131,2023-02-28,2023107,2023-03-01,,,,
PC962,2,23V187,2023-03-20,2023157,2023-03-21,,,,
PC994,2,23V814,2023-12-04,2023644,2023-12-06,,,,
PCI202301,2,23V664,2023-09-29,2023550,2023-09-29,,,,
PD102,2,24V053,2024-01-30,2024051,2024-01-30,,,,
PD105,2,24V156,2024-02-28,2024135,2024-02-28,,,,
PD109,2,24V479,2024-06-26,2024368,2024-06-27,,,,
PG1CF,2,,,2021341,2021-06-02,A12/01099/21,23/07/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004165
PG5215,2,23V561,2023-08-08,2023224,2023-04-17,,,,
PG8ZZQ2301,2,,,2023502,2023-09-08,A12/02317/23,29/09/2023,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010377
PMA37,2,24V304,2024-04-29,2024254,2024-04-29,,,,
PMA38,2,24V498,2024-07-01,2024389,2024-07-02,,,,
PMA42,2,24V969,2024-12-23,2024782,2024-12-24,,,,
PMA58,2,25V807,2025-11-20,2025645,2025-11-20,,,,
PMA66,2,26V331,2026-05-21,2026250,2026-05-21,,,,
PP2ZZQ1904GTS,2,,,2019597,2019-11-25,A12/00167/20,07/02/2020,Italy,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000218
R10029,2,,,2020298,2020-06-30,A12/00990/20,10/07/2020,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001608
R10044,2,,,2020390,2020-08-25,A12/01211/20,11/09/2020,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001840
R10068,2,,,2021003,2021-01-07,A12/00068/21,22/01/2021,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002912
R10079,2,,,2021098,2021-02-24,A12/00324/21,12/03/2021,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003330
R10093,2,,,2021238,2021-04-23,A12/00653/21,14/05/2021,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003678
R10100,2,,,2021345,2021-06-02,A12/00894/21,18/06/2021,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003938
R10170,3,22V288,2022-04-28,2022216,2022-04-28,A12/00742/22,20/05/2022,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006093
R10198,2,22V793,2022-10-20,,,A12/01606/22,18/11/2022,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007112
R10202,3,22V926,2022-12-14,2022716,2022-12-15,A12/01835/22,23/12/2022,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007486
R10213,2,23V001,2023-01-05,,,A12/00059/23,13/01/2023,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007607
R10217,3,23V012,2023-01-19,2023010,2023-01-19,A12/00184/23,03/02/2023,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007721
R10245,3,23V476,2023-07-12,2023381,2023-07-12,A12/02025/23,08/09/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010058
R10254,3,23V780,2023-11-21,2023620,2023-11-21,A12/02954/23,01/12/2023,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011121
R10256,3,24V010,2024-01-10,2024005,2024-01-10,A12/00269/24,09/02/2024,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011821
R10259,3,23V827,2023-12-07,2023649,2023-12-07,A12/03124/23,22/12/2023,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011368
R10289,3,24V788,2024-10-23,2024628,2024-10-23,A12/03221/24,22/11/2024,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092045
R10298,3,25V071,2025-02-07,2025056,2025-02-07,SR/00799/25,07/03/2025,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093391
R10312,3,25V179,2025-03-24,2025147,2025-03-20,SR/01422/25,11/04/2025,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093883
R10320,2,25V282,2025-05-08,2025233,2025-05-01,,,,
R10329,3,25V392,2025-06-12,2025319,2025-06-12,SR/02503/25,11/07/2025,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095032
R10333,2,25V908,2025-12-23,2025718,2025-12-23,,,,
R10340,3,25V589,2025-09-10,2025471,2025-09-11,SR/03370/25,26/09/2025,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10096062
R10342,3,25V654,2025-09-30,2025520,2025-09-30,SR/03572/25,17/10/2025,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10096263
R10355,2,26V001,,2026001,2026-01-02,,,,
R10365,3,26V136,2026-03-11,2026111,2026-03-11,SR/00945/26,03/04/2026,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098346
R14018,2,14V519,2014-08-28,2014358,2014-08-19,,,,
R14019,2,14V532,2014-09-04,2014371,2014-09-04,,,,
R14XD,2,14V297,2014-06-04,2014209,2014-06-05,,,,
R14XJ,2,14V443,2014-07-22,2014308,2014-07-22,,,,
R15006,2,15V333,2015-06-01,2015215,2015-05-21,,,,
R15007,2,15V292,2015-05-18,2015212,2015-05-19,,,,
R15015,2,15V562,2015-09-04,2015392,2015-09-03,,,,
R16001,2,16V038,2016-01-26,2016031,2016-01-22,,,,
R16005,2,16V223,2016-04-19,2016164,2016-04-15,,,,
R1905,2,,,2019653,2019-12-20,A12/00022/20,17/01/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000383
R2001,2,,,2020141,2020-04-02,A12/00597/20,24/04/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001073
R2005,2,,,2020496,2020-10-20,A12/01507/20,20/11/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002420
R2007,2,,,2020616,2020-12-11,A12/01874/20,25/12/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002795
R202401009,2,24V377,2024-05-29,2024299,2024-05-29,,,,
R20B4,2,22V244,2022-04-13,2020400,2020-08-27,,,,
R20B8,2,,,2020601,2020-12-08,A12/00430/21,02/04/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003450
R21A4,2,,,2021334,2021-05-28,A12/00499/22,01/04/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005812
R22035,2,22V943,2022-12-20,2022732,2022-12-20,,,,
R22C5,2,23V093,2023-02-16,2023045,2023-02-08,,,,
R2320,2,23V722,2023-10-26,2023575,2023-10-26,,,,
R23A6,3,23V494,2023-07-17,2023397,2023-07-18,A12/02477/23,13/10/2023,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010476
R23B3,2,23V581,2023-08-15,2023462,2023-08-16,,,,
R23C3,2,23V628,2023-09-08,2023504,2023-09-11,,,,
R23C6,2,23V657,2023-09-28,2023534,2023-09-29,,,,
R23D7,2,24V071,2024-02-02,2024068,2024-02-05,,,,
R2402,2,24V056,2024-01-31,2024055,2024-01-31,,,,
R2405,2,,,2024571,2024-09-27,A12/03222/24,22/11/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092037
R24A3,2,24V391,2024-06-03,2024309,2024-05-31,,,,
R24A5R24A7,2,,,2024362,2024-06-21,A12/03334/24,29/11/2024,Luxembourg,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092029
R24A8,2,24V560,2024-07-25,2024432,2024-07-26,,,,
R24B6,2,24V798,2024-10-24,2024640,2024-10-25,,,,
R25C3,2,25V508,2025-08-07,2025407,2025-08-07,,,,
R25C8,2,25V655,2025-09-30,2025523,2025-10-01,,,,
R25DH,2,25V004,2025-01-08,2025005,2025-01-08,,,,
R25DL,2,25V249,2025-04-21,2025209,2025-04-17,,,,
R25DM,2,25V289,2025-05-06,2025240,2025-05-05,,,,
R26A1,3,26V230,2026-04-09,2026184,2026-04-09,SR/01308/26,01/05/2026,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098703
R26A7,2,26V425,,2026324,2026-07-02,,,,
R29998,2,,,2020099,2020-03-13,A12/00571/20,17/04/2020,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000907
R39574,2,15V555,2015-09-02,2015388,2015-09-02,,,,
R89571,2,15V342,2015-06-03,2015238,2015-05-29,,,,
R89702,2,16V268,2016-05-04,2016197,2016-05-04,,,,
R89708,2,16V798,2016-11-02,2016534,2016-10-28,,,,
R89712,2,16V918,2016-12-21,2016638,2016-12-16,,,,
RA010019,2,14V753,2014-11-25,2014543,2014-12-03,,,,
RA010021,2,15V846,2015-12-16,2016374,2016-07-26,,,,
RA011327,2,,,2019580,2019-11-18,A12/00008/19,20/12/2019,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000016
RA031926,3,24V249,2024-04-03,2024218,2024-04-11,A12/01260/24,17/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012994
RA031973,3,24V712,2024-09-24,2024575,2024-10-01,A12/02996/24,25/10/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10091719
RA062074,3,25V532,2025-08-20,2025427,2025-08-21,SR/03315/25,19/09/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095831
RA132153,2,26V187,2026-03-25,2026153,2026-04-01,,,,
RA182044,2,25V300,2025-05-08,,,SR/03831/25,31/10/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10096468
RA302015,2,25V001,2025-01-02,2025026,2025-01-22,,,,
RA412086,3,26V200,2026-03-29,2026156,2026-03-31,SR/01388/26,15/05/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098845
RA631832,3,24V255,2024-04-05,2024219,2024-04-11,A12/01320/24,24/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013072
RC000088,2,14V127,2014-03-18,2014085,2014-03-18,,,,
RC000090,2,14V385,2014-07-01,2014265,2014-07-02,,,,
RC000095,2,14V695,2014-11-03,2014493,2014-11-03,,,,
RC000097,2,15V004,2015-01-08,2015006,2015-01-08,,,,
RC000099,2,15V224,2015-04-15,2015159,2015-04-15,,,,
RC000103,2,15V530,2015-08-19,2015370,2015-08-14,,,,
RC000104,2,15V531,2015-08-19,2015371,2015-08-14,,,,
RC000106,2,15V698,2015-10-23,2015494,2015-10-21,,,,
RC000111,2,15V745,2015-11-10,2015529,2015-11-06,,,,
RC000112,2,16V139,2016-03-07,2016114,2016-03-09,,,,
RC000114,2,16V329,2016-05-20,2016236,2016-05-17,,,,
RC000115,2,16V406,2016-06-07,2016286,2016-06-06,,,,
RC000116,2,16V437,2016-06-15,2016298,2016-06-13,,,,
RC000117,2,16V468,2016-06-27,2016322,2016-06-23,,,,
RC000121,2,16V571,2016-08-02,2016383,2016-07-29,,,,
RC000122,2,16V696,2016-09-27,2016473,2016-09-26,,,,
RC000123,2,16V834,2016-11-17,2017014,2017-01-10,,,,
RC000281,2,22V784,2022-10-19,2022593,2022-10-19,,,,
RC000289,2,23V068,2023-02-10,2023050,2023-02-10,,,,
RC000294,2,23V285,2023-04-21,2023087,2023-02-21,,,,
RC000297,2,23V447,2023-06-27,2023360,2023-06-27,,,,
RC000298,2,23V759,2023-11-10,2023621,2023-11-21,,,,
RC000305,2,24V427,2024-06-11,2024417,2024-07-19,,,,
RC000322,2,25V097,2025-02-17,2025093,2025-02-20,,,,
RC000325,2,25V171,2025-03-20,2025129,2025-03-24,,,,
RC000331,2,25V653,2025-09-30,2025519,2025-09-30,,,,
RC000335,2,25V709,2025-10-17,2025570,2025-10-17,,,,
RC000336,2,25V791,2025-11-17,2025634,2025-11-17,,,,
RCL14001,2,14V166,2014-04-04,2014119,2014-04-08,,,,
RCL15001,2,15V152,2015-03-16,2015119,2015-03-18,,,,
RCL15002,2,15V268,2015-05-08,2015186,2015-05-06,,,,
RCL15003,2,15V637,2015-10-09,2015459,2015-10-08,,,,
RE2303RC68,2,,,2023120,2023-03-08,A12/01064/23,12/05/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008975
RE2306RC71,2,,,2023264,2023-05-03,A12/01341/23,09/06/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009318
RE2546,2,,,2025649,2025-11-24,SR/00085/26,16/01/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097214
REC2402,2,24V476,2024-06-25,2024363,2024-06-26,,,,
REC2403,2,24V717,2024-09-26,2024569,2024-09-27,,,,
REC2404,2,24V786,2024-10-21,2024625,2024-10-22,,,,
REC2405,2,24V885,2024-11-22,2024719,2024-11-26,,,,
REC2501,2,25V042,2025-01-30,2025038,2025-01-30,,,,
REC2502,2,25V286,2025-05-01,2025238,2025-05-02,,,,
REC2601,2,26V043,2026-01-23,,,SR/02121/26,31/07/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10118409
RP1056,2,25V280,2025-04-25,2025230,2025-04-25,,,,
RP1057,2,25V293,2025-05-07,2025243,2025-05-07,,,,
RP1061,3,25V409,2025-07-02,2025333,2025-06-17,SR/02509/25,11/07/2025,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095031
RP1063,3,25V453,2025-07-07,2025364,2025-07-07,SR/02669/25,25/07/2025,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095294
RP1064,2,25V555,2025-08-26,,,SR/03195/25,12/09/2025,Portugal,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095848
RP1069,2,25V615,2025-09-15,2025485,2025-09-15,,,,
RVXX1307,2,13V618,2013-11-29,2013421,2013-11-26,,,,
RVXX1402,2,14V356,2014-06-20,2014260,2014-07-02,,,,
RVXX1403,2,14V555,2014-09-11,2014387,2014-09-09,,,,
RVXX1404,2,14V557,2014-09-11,2014388,2014-09-09,,,,
RVXX1405,2,14V740,2014-11-18,2014528,2014-11-20,,,,
RVXX1406,2,14V739,2014-11-18,2014529,2014-11-20,,,,
RVXX1501,2,15V026,2015-01-22,2015116,2015-03-18,,,,
RVXX1503,2,15V523,2015-08-17,2015374,2015-08-17,,,,
RVXX1504,2,15V524,2015-08-17,2015375,2015-08-17,,,,
RVXX1505,2,15V630,2015-10-07,2015447,2015-10-05,,,,
RVXX1506,2,15V634,2015-10-08,2015453,2015-10-07,,,,
RVXX1507,2,15V643,2015-10-13,2015456,2015-10-08,,,,
RVXX1601,2,16V095,2016-02-19,2016076,2016-02-18,,,,
RVXX1604,2,16V393,2016-06-01,2016282,2016-06-03,,,,
RVXX1605,2,16V467,2016-06-27,2016321,2016-06-23,,,,
RVXX1606,2,16V735,2016-10-13,2016494,2016-10-11,,,,
RVXX1607,2,16V927,2016-12-22,2016641,2016-12-20,,,,
RVXX1608,2,16V928,2016-12-22,2016643,2016-12-20,,,,
RVXX2302,2,23V173,2023-03-16,2023141,2023-03-16,,,,
RVXX2309,2,23V511,2023-07-24,2023404,2023-07-24,,,,
RVXX2311,2,23V690,2023-10-13,2023553,2023-10-13,,,,
RVXX2312,2,23V769,2023-11-15,2023613,2023-11-15,,,,
RVXX2313,2,23V793,2023-11-22,2023629,2023-11-22,,,,
RVXX2403,2,24V397,2024-06-04,2024314,2024-06-04,,,,
RVXX2407,2,24V665,2024-09-10,2024528,2024-09-13,,,,
